full_title,short_title,main_author,library_name,library_city,culinary_focus,edition_year,edition_number,publication_cities,publication_countries,contributors,publishers,edition_category,short_note,language,translated_from,format,pages,has_illustrations,dimensions,price
"ROYAL COOKERY; or, the Complete Court-Cook. Containing the Choicest Receipts in all the particular Branches of Cookery, now in Use in the Queen’s Palaces of St. James’s, Kensington, Hampton-Court, and Windsor. By Patrick Lamb, Esq.; near 50 Years Master-Cook ...",Royal Cookery (Patrick Lamb),Patrick Lamb,,,,1710.0,1.0,,,Patrick Lamb (Author); Abel Roper (Publisher); John Morphew (Publisher),,Original,,English,Unknown,Unknown,,True,,
"NEW CURIOSITIES IN ART AND NATURE: or, A Collection of the most Valuable Secrets in all Arts and Sciences ... Composed and Experimented by the Sieur Lemery, Apothecary to the French King. Translated into English from the Seventh Edition.",New Curiosities in Art and Nature,Nicolas Lemery,,,,1711.0,,,,Nicolas Lemery (Author); John King (Publisher),,Translation,,English,French,Unknown,,True,,
"A COLLECTION OF ABOVE THREE HUNDRED RECEIPTS in Cookery, Physick and Surgery; for the Use of all Good Wives, Tender Mothers, and Careful Nurses. By several Hands.",A Collection of Above Three Hundred Receipts,Mary Kittelby,,,,1714.0,1.0,,,Mary Kittelby (Author); Richard Wilkind (Publisher),,Original,,English,Unknown,Unknown,,,,
"DICTIONARIUM RUSTICUM, URBANICUM, & BOTANICUM: or, A Dictionary of Husbandry, Gardening, Trade, Commerce, and all Sorts of Country-Affairs. The Second Edition.","Dictionarium Rusticum, Urbanicum, & Botanicum",Anonymous,,,,1717.0,2.0,,,N. Bailey (Unknown); J. Nicholson (Publisher); W. Taylor (Publisher); W. Churchill (Publisher),,Reprint,,English,Unknown,Unknown,,,,
MRS MARY EALES'S RECEIPTS. Confectioner to her late Majesty Queen Anne.,Mrs Mary Eales's Receipts,Mary Eales,,,,1718.0,1.0,,,Mary Eales (Author); H. Meere (Printer),,Original,,English,Unknown,Unknown,100.0,,,
"COURT COOKERY: or, The Compleat English Cook. Containing the Choicest and Newest Receipts ... By R. Smith, Cook (under Mr. Lamb) to King William; as also to the Dukes of Buckingham, Ormond, D'Aumont ...",Court Cookery (R. Smith),R. Smith,,,,1723.0,1.0,,,R. Smith (Author); T. Wotton (Publisher),,Original,,English,Unknown,Unknown,,,,
"THE COOK'S AND CONFECTIONER'S DICTIONARY: or, The Accomplish'd Housewife's Companion. Revised and Recommended by John Nott, Cook to his Grace the Duke of Bolton.",The Cook's and Confectioner's Dictionary,Anonymous,,,,1723.0,1.0,,,John Nott (Editor); C. Rivington (Publisher),,Original,,English,Unknown,Unknown,,,,
"DICTIONAIRE OECONOMIQUE: or, The Family Dictionary. Containing, The most experienced Methods of improving Estates and of preserving Health ... Done into English from the Second Edition, lately printed at Paris, in two Volumes, Folio, written by M. Chomel: With considerable Alterations and Improvements. Revised and Recommended by Mr. R. Bradley, Professor of Botany ... In Two Volumes.",Dictionaire Oeconomique (Noel Chomel),Noel Chomel,,,,1725.0,,,,Noel Chomel (Author); R. Bradley (Editor); D. Midwinter (Publisher),,Translation,,English,French,Folio,,True,,
"THE COUNTRY HOUSEWIFE AND LADY'S DIRECTOR, in the Management of a House, and the Delights and Profits of a Farm. Containing Institutions for managing the Brew-House, and Malt-Liquors in the Cellar; the making of Wines of all sorts ... By R. Bradley, Professor of Botany ... The Second Edition.",The Country Housewife and Lady's Director,R. Bradley,,,,1727.0,2.0,,,R. Bradley (Author); Woodman and Lyon (Publisher),,Reprint,,English,Unknown,Unknown,,True,,2.5 s.
"THE COMPLEAT HOUSEWIFE; or, Accomplished Gentlewoman’s Companion: being a Collection of upwards of Five Hundred of the most approved Receipts ... By E— S—",The Compleat Housewife (E. Smith),E. Smith,,,,1727.0,1.0,,,E. Smith (Author); J. Pemberton (Publisher),,Original,,English,Unknown,Unknown,,True,,
"THE FOOTMAN'S DIRECTORY, and Butler's Remembrancer; or, the Advice of Onesimus to his young Friends: comprising Hints on the Arrangement and Performance of their Work; Rules for setting out Tables and Sideboards; the Art of waiting at Table, and conducting large and small Parties; Directions for cleaning Plate, Glass, Furniture, Clothes, and all other Things which come within the Care of a Man-Servant; and Advice respecting Behaviour to Superiors, Tradespeople, and Fellow-Servants. With an Appendix, comprising various useful Receipts and Tables.",The Footman's Directory,Thomas Cosnett,,,,1823.0,,,,Thomas Cosnett (Author),,Original,,English,Unknown,Unknown,,,,
"THE FOOTMAN'S DIRECTORY, and Butler's Remembrancer; or, the Advice of Onesimus to his young Friends: comprising Hints on the Arrangement and Performance of their Work; Rules for setting out Tables and Sideboards; the Art of waiting at Table, and conducting large and small Parties; Directions for cleaning Plate, Glass, Furniture, Clothes, and all other Things which come within the Care of a Man-Servant; and Advice respecting Behaviour to Superiors, Tradespeople, and Fellow-Servants. With an Appendix, comprising various useful Receipts and Tables.",The Footman's Directory,Thomas Cosnett,,,,1825.0,5.0,,,Thomas Cosnett (Author),,Reprint,,English,Unknown,Unknown,,,,
"Economical Cookery For Young Housekeepers; or, The art of providing good and palatable dishes for a family, without extravagance, being chiefly the result of experience and long practice. To which are added, Directions for Pickling, Preserving, &c. And a Variety of useful Domestic Recipes.",Economical Cookery For Young Housekeepers,Anonymous,,,,1824.0,,,,Anonymous (Author); Harvey and Darton (Publisher),,Original,,English,Unknown,Unknown,129.0,,,
Cookery and Confectionary,Cookery and Confectionary,John Conrade Cooke,,,,1824.0,,,,John Conrade Cooke (Author); John Conrade Cooke (Engraver); B. Bensley (Printer); W. Simpkin (Publisher); R. Marshall (Publisher),,Original,,English,Unknown,Octavo,213.0,True,,
"Cookery Made Easy Being a Complete System of Domestic Management, uniting Elegance with Economy. To which are added, Instructions for trussing and carving, with several descriptive plates; Method of curing and drying Hams and Tongues; Mushroom and Walnut Ketchups, Quin’s Sauce, Vinegars, &c. &c. With other necessary Information for small families, housekeepers, &c. The whole being the result of actual experience.",Cookery Made Easy,Michael Willis,,,,1824.0,,,,Michael Willis (Author); W. Lewis (Printer); John Bumpus (Publisher),,Original,,English,Unknown,Duodecimo,216.0,True,,
"THE ECONOMIST, or, New Family Cookery",The Economist; New Family Cookery,Anthony Haselmore,,,,1824.0,,,,Anthony Haselmore (Author); T. and J. Allman (Publisher),,Original,,English,Unknown,Unknown,,True,,
"THE FAMILY ORACLE OF HEALTH; ECONOMY, MEDICINE, AND GOOD LIVING; adapted to all ranks of society, from the palace to the cottage.","The Family Oracle of Health, Economy, Medicine, and Good Living",A. F. Crell and W. M. Wallace,,,,1824.0,,,,A. F. Crell (Author); W. M. Wallace (Author); Committee of Scientific Gentlemen (Contributor),,Original,,English,Unknown,Unknown,,,,
THE ART OF FRENCH COOKERY,The Art of French Cookery,A. B. Beauvilliers,,,,1824.0,,,,"A. B. Beauvilliers (Author); Longman, Hurst, Rees, Orme, Brown, and Green (Publisher)",,Translation,,English,French,Duodecimo,380.0,,,
THE ART OF FRENCH COOKERY,The Art of French Cookery,A. B. Beauvilliers,,,,1827.0,3.0,,,A. B. Beauvilliers (Author),,Reprint,,English,French,Duodecimo,380.0,,,
THE ECONOMIST AND GENERAL ADVISER Containing important papers on the following subjects:- The markets.- Marketing.- Drunkenness.- Gardening.- Cookery.- Travelling.- Housekeeping.- Management of income.- Distilling.- Baking.- Brewing.- Agriculture.- Public abuses.- Shops and shopping.- House taking.- Benefit Societies.- Annals of gulling.- Amusements.- Useful receipts.- Domestic medicines.- &c. &c. &c.,The Economist and General Adviser,Various,,,,1824.0,,,,Knight and Lacey (Publisher); Westley and Tyrrell (Publisher),,Original,,English,Unknown,Unknown,,,,
"THE COMPLETE SERVANT Being a practical Guide to the peculiar Duties and Business of all Descriptions of Servants, from the Housekeeper to the Servant of all-work, and from the Land Steward to the Foot-Boy; With useful Receipts and Tables.",The Complete Servant,Samuel and Sarah Adams,,,,1825.0,,,,Samuel Adams (Author); Sarah Adams (Author); Knight and Lacey (Publisher),,Original,,English,Unknown,Unknown,,,,7.5 shillings
"THE WHOLE ART OF CONFECTIONARY Comprising sugar boiling, iceing, preserving, candying &c. &c. According to the Method used by an eminent Confectioner declining Business.",The Whole Art of Confectionary,Anonymous,,,,1825.0,2.0,,,Anonymous (Author),,Reprint,,English,Unknown,Octavo,84.0,,,2 shillings
"DOMESTIC DUTIES Or, Instructions to young married ladies, on the management of their households and the regulation of their conduct in the various relations and duties of married life.",Domestic Duties,Mrs. William Parkes,,,,1825.0,,,,Mrs. William Parkes (Author),,Original,,English,Unknown,Unknown,,,,
"FRENCH DOMESTIC COOKERY Combining Economy with Elegance, and adapted to the Use of Families of moderate Fortune.",French Domestic Cookery,An English Physician,,,,1825.0,,,,Anonymous (Author); Thomas Boys (Publisher),,Original,,English,French,Octavo,418.0,,,
"The Modern Family Receipt-Book Containing a great variety of valuable receipts, arranged under their respective heads, connected with the art of social and domestic life, including many valuable original communications, the result of long experience.",The Modern Family Receipt-Book,Mrs. Mary Holland,,,,1825.0,,,,Mrs. Mary Holland (Author),,Original,,English,Unknown,Unknown,,,,
"The Cook and Housewife's Manual Containing the most approved modern receipts for making soups, gravies, sauces, ragouts, and made-dishes; and for pies, puddings, pastry, pickles, and preserves. Also for baking, brewing, making home-made wines, cordials, &c. The whole illustrated by numerous notes; and practical observations, on all the various branches of domestic economy.",The Cook and Housewife's Manual,Mrs. Margaret Dods,,,,1826.0,1.0,,,Mrs. Margaret Dods (Author),,Original,,English,Unknown,Octavo,366.0,,,
"The Cook and Housewife's Manual Containing the most approved modern receipts for making soups, gravies, sauces, ragouts, and made-dishes; and for pies, puddings, pastry, pickles, and preserves. Also for baking, brewing, making home-made wines, cordials, &c. The whole illustrated by numerous notes; and practical observations, on all the various branches of domestic economy.",The Cook and Housewife's Manual,Mrs. Margaret Dods,,,,1829.0,4.0,,,Christina Jane Johnstone (Author),,Reprint,,English,Unknown,Octavo,366.0,,,
"THE ALPHABETICAL RECEIPT BOOK and Domestic Adviser, being the only arrangement of the kind ever printed; and forming so complete a Book of reference in all matters of Housekeeping, that any article may in one instant be referred to the same as in a common Dictionary.",The Alphabetical Receipt Book,Robert Huish,,,,1826.0,,,,Robert Huish (Author),,Original,,English,Unknown,Octavo,822.0,True,,
"THE CONFECTIONER'S GUIDE and Ladies' and Housekeeper's Instructor: being a grand display of pastry, in a variety of forms: also, Confectionary; Iceing, Candying, Preserving, Jelly-Making, Sugar-Boiling, Colouring, &c., &c., in the first of the Art.",The Confectioner's Guide,James Wallace,,,,1826.0,,,,James Wallace (Author),,Original,,English,Unknown,Duodecimo,144.0,,,
"THE FEMALE'S BEST FRIEND or, The Young Woman's Guide to Virtue, Economy, and Happiness: containing a complete modern System of Cookery, formed upon Principles of Economy for Private Families: also - Instructions for Marketing. - The best modes of Trussing, Carving, and Decorating a Table, illustrated by Engravings. - The art of composing the most simple and highly finished Broths, Gravies, Soups, and Sauces. - The mysteries of Potting, Pickling, and Preserving. - The art of making all sorts of Confectionary and Pastry. - Improved methods of making and managing British Wines, also of Brewing and Baking. - Valuable Medicinal Directions, and a great variety of useful Family and Medical Receipts.",The Female's Best Friend,Compiled by Watkin Poole (editor/compiler),,,,1826.0,,,,Watkin Poole (Editor),,Compilation,,English,Unknown,Octavo,694.0,True,,
"A MODERN SYSTEM OF DOMESTIC COOKERY Or, The Housekeeper's Guide: arranged on the most economical plan for private families. Containing:- The most approved directions for Purchasing, Preserving, and Cooking Butcher's Meat, Fish, Poultry, and Game.- The best mode of Trussing and Carving.- The art of composing the most simple and most highly finished Broths, Gravies, Soups, and Sauces.- The mysteries of Potting and Pickling.- The art of making all sorts of Confectionary and Pastry.- An improved method of making British Wines and Cordials.- Instructions for Brewing and Baking,- And observations on Culinary Poisons.",A Modern System of Domestic Cookery,M. Radcliffe,,,,1827.0,,,,M. Radcliffe (Author); J. Gleave and Sons (Publisher),,Original,,English,Unknown,Octavo,688.0,True,,
"THE NEW LONDON COOKERY, and Complete Domestic Guide.",The New London Cookery,Anonymous,,,,1827.0,,,,Anonymous (Author); G. Virtue (Publisher),,Original,,English,Unknown,Octavo,838.0,True,,
"DOMESTIC ECONOMY, AND COOKERY, for rich and poor; containing an account of the best English, Scotch, French, Oriental, and other Foreign Dishes; Preparations of broths and milks for consumption; Receipts for sea-faring men, travellers, and children's food. Together with estimates and comparisons of dinners and dishes.",Domestic Economy and Cookery,Anonymous,,,,1827.0,,,,"Anonymous (Author); Longman, Rees, Orme, Brown, and Green (Publisher)",,Original,,English,Unknown,Octavo,691.0,,,
"THE HOUSEKEEPER'S ORACLE; or, Art of Domestic Management: containing a Complete System of Carving with accuracy and elegance; Hints relative to dinner parties; The art of managing servants; And the economist and epicure's calendar, shewing the seasons when all kinds of meat, fish, poultry, game, vegetables, and fruits first arrive in the market—earliest time forced—when most plentiful—and when best and cheapest.",The Housekeeper's Oracle,William Kitchiner,,,,1829.0,,,,William Kitchiner (Author),,Reprint,,English,Unknown,Duodecimo,,True,,
THE PRACTICE OF COOKERY Adapted to the business of every day life.,The Practice of Cookery,Mrs. Dalgairns,,,,1829.0,1.0,,,Mrs. Dalgairns (Author),,Original,,English,Unknown,Octavo,528.0,,,
THE PRACTICE OF COOKERY Adapted to the business of every day life.,The Practice of Cookery,Mrs. Dalgairns,,,,1849.0,11.0,,,Mrs. Dalgairns (Author),,Reprint,,English,Unknown,Unknown,528.0,,,
"THE HOME BOOK Or, Young Housekeeper’s Assistant: forming a complete system of domestic economy and household accounts. With estimates of expenditure, &c. &c. in every department of housekeeping, founded on forty-five years personal experience.",The Home Book,Anonymous,,,,1829.0,,,,Anonymous (Author),,Original,,English,Unknown,Octavo,175.0,,,
"APICIAN MORSELS or, Tales of the Table, Kitchen, and Larder: containing a new and improved code of Eatics; Select Epicurean Precepts; Nutritive Maxims, Reflections, Anecdotes, &c. Illustrating the veritable science of the mouth; which includes the art of never breakfasting at home, and always dining abroad.",Apician Morsels,Dick Humelbergius Secundus,,,,1829.0,,,,Dick Humelbergius Secundus (Author),,Original,,English,Unknown,Duodecimo,,True,,
"THE COOK'S DICTIONARY and House-Keeper's Directory: A New Family Manual of Cookery and Confectionary, on a plan of ready reference never hitherto attempted.",The Cook's Dictionary,Richard Dolby,,,,1830.0,1.0,,,Richard Dolby (Author),,Original,,English,Unknown,Unknown,516.0,,,
"THE COOK'S DICTIONARY and House-Keeper's Directory: A New Family Manual of Cookery and Confectionary, on a plan of ready reference never hitherto attempted.",The Cook's Dictionary,Richard Dolby,,,,1833.0,2.0,,,Richard Dolby (Author),,Reprint,,English,Unknown,Unknown,516.0,,,
"DOMESTIC ECONOMY Vol. I. containing- Brewing.- Distilling.| Wine-Making. | Baking, &c.",Domestic Economy (Vol. I),Michael Donovan,,,,1830.0,,,,Michael Donovan (Author),,Original,,English,Unknown,Unknown,,True,,
"DOMESTIC ECONOMY Vol. I. containing- Brewing.- Distilling.| Wine-Making. | Baking, &c.",Domestic Economy (Vol. I),Michael Donovan,,,,1837.0,,,,Michael Donovan (Author),,Original,,English,Unknown,Unknown,,True,,
"A COLLECTION OF UPWARDS OF 220 RECIPES The greater number of which are highly useful, and in daily request in families.",A Collection of Upwards of 220 Recipes,Anonymous,,,,1830.0,,,,Anonymous (Author); S. Prentice (Printer),,Original,,English,Unknown,Unknown,19.0,,,1 shilling
"THE HOUSEWIFE'S GUIDE Or, an economical and domestic Art of Cookery, adapted for tradesmen's families; containing directions for marketing, relative to the choice and purchase of beef, butter, eggs, cheese, bacon, hams, fowls, ducks, geese, fish, mutton, lamb, pork, veal, &c. &c. Also instructions for dressing butchers' meat, poultry, game, fish, &c. Likewise for preparing soups, broths, gravies, and sauces; with the different branches of pastry and confectionary.",The Housewife's Guide (Irwin),Mrs. Deborah Irwin,,,,1830.0,,,,Mrs. Deborah Irwin (Author); William Mason (Printer),,Original,,English,Unknown,Unknown,72.0,True,,1 shilling
"THE COMPLETE ECONOMICAL COOK and Frugal Housewife: an entire new System of Domestic Cookery, containing approved directions for purchasing, preserving, and cooking. Also, trussing & carving; preparing soups, gravies, sauces, made dishes, potting, pickling, &c. with directions for pastry and confectionary.",The Complete Economical Cook,Mrs. Mary Holland,,,,1830.0,6.0,,,Mrs. Mary Holland (Author),,Enlarged Edition,,English,Unknown,Duodecimo,288.0,True,,
KIDD'S PRACTICAL HINTS for the use of young carvers; with thirty-nine engravings.,Kidd's Practical Hints,Anonymous (W. Kidd publisher),,,,1830.0,,,,W. Kidd (Publisher),,Original,,English,Unknown,Duodecimo,33.0,True,,
"A NEW SYSTEM OF PRACTICAL DOMESTIC ECONOMY Founded on modern discoveries, and the private communications of persons of experience. New edition, revised and enlarged; with estimates of household expenses, adapted to families of every description.",A New System of Practical Domestic Economy,Anonymous,,,,1831.0,,,,,,Revised Edition,,English,Unknown,Octavo,463.0,,,
"VEGETABLE COOKERY With an introduction, recommending abstinence from animal food and intoxicating liquors.",Vegetable Cookery,Anonymous (a lady),,,,1833.0,4.0,,,Anonymous (Author),,Reprint,,English,Unknown,Duodecimo,451.0,True,,
"THE HOUSEWIFE'S GUIDE Or a Complete System of Modern Cookery, particularly adapted to the Middle Class of Society, and diligently selected from the most approved Works.",The Housewife's Guide (Belfast),Anonymous,,,,1833.0,,,,Anonymous (Compiler); Joseph Smyth (Printer),,Compilation,,English,Unknown,Unknown,144.0,,,
THE HOUSEKEEPER'S GUIDE Or a plain and practical system of Domestic cookery,The Housekeeper's Guide (Esther Copley),Esther Copley,,,,1834.0,,,,Esther Copley (Author),,Original,,English,Unknown,Octavo,407.0,True,,
The Royal Parisian Pastry Cook Translated from the original of M. A. Carême by John Porter.,The Royal Parisian Pastry Cook,M. A. Carême,,,,1834.0,,,,M. A. Carême (Author); John Porter (Translator),,Translation,,English,French,Unknown,,,,
Elements of the Arts of Cookery and Confectionary,Elements of the Arts of Cookery and Confectionary,Mrs. M'Ewan,,,,1835.0,,,,Mrs. M'Ewan (Author),,Original,,English,Unknown,Unknown,,,,
The Frugal Housewife Dedicated to those who are not ashamed of economy.,The Frugal Housewife,Mrs. Child,,,,1835.0,15.0,,,Mrs. Child (Author),,Revised Edition,,English,Unknown,Unknown,176.0,True,,
"THE YOUNG COOK'S GUIDE With practical observations. A new treatise on French and English cookery, combining economy with elegance.",The Young Cook's Guide,I. Roberts,,,,1836.0,,,,I. Roberts (Author),,Original,,English,Unknown,Octavo,307.0,,,
THE MAGAZINE OF DOMESTIC ECONOMY Volume the first.,The Magazine of Domestic Economy,Various,,,,1836.0,1.0,,,Orr and Smith (Publisher); W. & R. Chambers (Publisher),,Original,,English,Unknown,Unknown,,,,
"FRENCH COOKERY Comprising L'Art de la cuisine française; Le Pâtissier royal; Le Cuisinier parisien By the late M. Carême, some time chef of the kitchen of His Majesty George IV. Translated by William Hall.","French Cookery (Carême, translated by William Hall)",M. Carême,,,,1836.0,,,,M. Carême (Author); William Hall (Translator),,Translation,,English,French,Octavo,422.0,True,,
"THE HOUSEWIFE'S GUIDE, or, a complete system of modern cookery; containing directions how to roast and boil every thing necessary for the Table; To cure hams, bacon, &c.; How to make gravies, sauces, fricassees, pies, tarts, & pastes, pickling and preserving. Particularly adapted for the middle class of society.",The Housewife's Guide (Otley),Anonymous,,,,1838.0,,,,Anonymous (Author); William Walker (Printer),,Original,,English,Unknown,Unknown,48.0,,,1 shilling
"WALKER'S NEW FAMILY RECEIPT-BOOK; containing valuable secrets in the preparation of the most useful articles in Domestic Economy, compiled from respectable sources of information, and given in plain and intelligible language",Walker's New Family Receipt-Book,Anonymous,,,,1838.0,,,,William Walker (Printer),,Compilation,,English,Unknown,Unknown,72.0,,,1.5 shillings
"THE GENERAL RECEIPT-BOOK, containing an extensive collection of valuable receipts, connected with Domestic Economy.",The General Receipt-Book,James W. Laughton,,,,1838.0,90.0,,,James W. Laughton (Editor),,Reprint,,English,Unknown,Unknown,23.0,,,0.5 pence
"SECOND COLLECTION. THE GENERAL RECEIPT-BOOK, Containing near two hundred of the most useful receipts, connected with Domestic Economy, Cookery, Confectionery, Chymistry, the Arts and Sciences, &c. &c.","Second Collection, The General Receipt-Book",James W. Laughton,,,,1838.0,,,,James W. Laughton (Editor),,Compilation,,English,Unknown,Unknown,48.0,,,0.6666667 shillings
"HINTS FOR THE TABLE: or, The Economy of Good Living.",Hints for the Table,Anonymous,,,,1838.0,,,,,,Original,,English,Unknown,Duodecimo,167.0,,,
THE EPICURE'S ALMANAC; or Diary of good living; containing a choice and original receipt or a valuable hint for every day in the year.,The Epicure's Almanac,Benson E. Hill,,,,1841.0,1.0,,,Benson E. Hill (Author),,Original,,English,Unknown,Duodecimo,,,,
"The Biscuit-Baker's and Pastry-Cook's Assistant Containing upwards of one hundred receipts, for making all kinds of biscuits, pastry, gingerbread, &c. &c.",The Biscuit-Baker's and Pastry-Cook's Assistant,Thomas Shoesmith,,,,1841.0,4.0,,,Thomas Shoesmith (Author),,Reprint,,English,Unknown,Unknown,72.0,,,1 shilling
"THE HOUSEWIFE'S GUIDE Or, A new system of plain economical cookery, containing directions how to roast and boil everything necessary for the table, to cure hams and bacon, &c. How to make gravies, sauces, fricassees, pies, tarts, & pastes, pickling and preserving. Particularly adapted to the middle class of society.",The Housewife's Guide (Mrs. Robinson),Mrs. Robinson,,,,1842.0,,,,Mrs. Robinson (Author),,Original,,English,Unknown,Unknown,60.0,True,,1 shilling
"The Guide to Trade. The Confectioner Containing the method of making all sorts of preserves, sugar-boiling, comfit making, lozenges, ornamental cakes, ices, liqueurs, waters, and gum-paste ornaments.",The Guide to Trade. The Confectioner,George Read,,,,1842.0,,,,George Read (Author),,Original,,English,Unknown,Duodecimo,148.0,,,
"The Pastry-Cook's and Confectioner's Assistant Containing the most approved and choice receipts for making all manner of pastry, patties, tarts, pies, puddings, jellies, blanc-manges, and creams. With directions for making bride-cakes, savoy, sponge, almond, ratafia and rout cakes; Macaroons, rock, and other biscuits; Buns, Bath buns, and tea cakes; The best methods of preserving fruit; The art of sugar boiling, making lozenges, drops, pipe, barley-sugar, twist, caraway comfits, &c. As practised at the principal establishments in London.",The Pastry-Cook's and Confectioner's Assistant,George Read,,,,1842.0,,,,George Read (Author),,Original,,English,Unknown,Unknown,82.0,,,1.5 shillings
"THE COMPLETE BISCUIT AND GINGER-BREAD BAKER'S ASSISTANT Containing the most approved methods, with practical directions, for making all manner of plain and fancy biscuits, buns, cakes, drops, thick gingerbread, spice nuts, &c.",The Complete Biscuit and Ginger-Bread Baker's Assistant,Anonymous (George Read author noted),,,,1843.0,,,,George Read (Author),,Original,,English,Unknown,Unknown,112.0,,,2.5 shillings
"FISH, How to choose and how to dress.",Fish: How to choose and how to dress,Piscator,,,,1843.0,1.0,,,Piscator (Author),,Original,,English,Unknown,Duodecimo,296.0,,,
COTTAGE ECONOMY AND COOKERY,Cottage Economy and Cookery,French Burke (compiler),,,,1844.0,,,,French Burke (Compiler),,Compilation,,English,Unknown,Unknown,20.0,,,
"THE ICE BOOK Being a compendious and concise history of everything connected with Ice from its first introduction into Europe as an article of luxury to the present time; With an account of the artificial manner of producing pure & solid ice, and a valuable collection of the most approved recipes for making superior water ices and ice creams at a few minutes' notice.",The Ice Book,Thomas Masters,,,,1844.0,,,,Thomas Masters (Author),,Original,,English,Unknown,Octavo,198.0,,,
"AN ENCYCLOPAEDIA OF DOMESTIC ECONOMY Comprising such subjects as are most immediately connected with housekeeping: as, The construction of domestic edifices, with the modes of warming, ventilating, and lighting them; A description of the various articles of furniture, with the nature of their materials; Duties of servants; A general account of the animal and vegetable substances used as food, and the methods of preserving and preparing them by cooking; Making bread; The chemical nature and the preparation of all kinds of fermented liquors used as beverage; Materials employed in dress and the toilette; Business of the laundry; Description of the various wheel-carriages; Preservation of health; Domestic medicine, &c. &c.",An Encyclopaedia of Domestic Economy,Thomas Webster,,,,1844.0,,,,Thomas Webster (Author); Mrs. Parkes (Contributor),,Original,,English,Unknown,Unknown,1264.0,True,,
"INSTRUCTIONS IN HOUSEHOLD MATTERS or, The young girl's guide to domestic service.",Instructions in Household Matters,Anonymous (a lady),,,,1844.0,,,,Anonymous (Author); John W. Parker (Publisher),,Original,,English,Unknown,Unknown,124.0,True,,
"MODERN COOKERY in all its branches: reduced to a system of easy practice, for the use of private families. In a series of practical receipts, which have been strictly tested, and are given with the most minute exactness.",Modern Cookery,Eliza Acton,,,,1845.0,1.0,,,Eliza Acton (Author),,Original,,English,Unknown,Duodecimo,683.0,True,,
"COOKERY MADE EASY or, The most plain and practical directions for properly cooking and serving-up all sorts of provisions, from a single joint of meat, with vegetables, to the most exquisitely-seasoned dishes of poultry, fish, and game.","Cookery Made Easy (lady, later ed.)",Anonymous,,,,1845.0,3.0,,,Anonymous (Author),,Reprint,,English,Unknown,Unknown,172.0,True,,
"The Jewish Manual Or practical information in Jewish and modern cookery, with a collection of valuable recipes & hints relating to the toilette.",The Jewish Manual,Anonymous (edited by a lady),,,,1846.0,,,,Anonymous (Editor),,Original,,English,Unknown,Unknown,244.0,,,
"THE GASTRONOMIC REGENERATOR A simplified and entirely new System of Cookery, with nearly two thousand practical receipts suited to the income of all classes. Illustrated with numerous engravings and correct and minute plans how kitchens of every size ... are to be constructed and furnished.",The Gastronomic Regenerator,Monsieur A. Soyer,,,,1846.0,1.0,,,A. Soyer (Author),,Original,,English,Unknown,Unknown,,True,,
"THE GASTRONOMIC REGENERATOR A simplified and entirely new System of Cookery, with nearly two thousand practical receipts suited to the income of all classes. Illustrated with numerous engravings and correct and minute plans how kitchens of every size ... are to be constructed and furnished.",The Gastronomic Regenerator,Monsieur A. Soyer,,,,1849.0,6.0,,,A. Soyer (Author),,Reprint,,English,Unknown,Unknown,,True,,
"FRENCH DOMESTIC COOKERY Combining elegance with economy; describing new culinary implements and processes; the management of the table; instructions for carving; French, German, Polish, Spanish, and Italian Cookery: In twelve hundred receipts. Besides a variety of new modes of keeping and storing provisions, domestic hints, &c. management of wines, &c. With many engravings.",French Domestic Cookery (adapted translation),Adapted from La cuisinière de la Campagne et de la Ville,,,,1846.0,,,,David Boyne (Publisher),,Translation,,English,French,Unknown,,True,,
"THE MODERN COOK A practical guide to the culinary art in all its branches, adapted as well for the largest establishments, as for the use of private families.",The Modern Cook,Charles Elmé Francatelli,,,,1846.0,1.0,,,Charles Elmé Francatelli (Author),,Original,,English,Unknown,Unknown,,True,,
"THE WHOLE ART OF CURING, Pickling, and smoking meat and fish, both in the British and foreign modes; with many useful miscellaneous receipts, and full directions for the construction of an economical drying-chimney and apparatus, on an entirely original plan.",The Whole Art of Curing,James Robinson,,,,1847.0,,,,James Robinson (Author),,Original,,English,Unknown,Unknown,153.0,,,
"A FEW RECIPES OF VEGETARIAN DIET with suggestions for the formation of a dietary from which the flesh of animals is excluded; Accompanied by scientific facts, showing that vegetable food is more nutritive, and more digestible than the flesh of animals.",A Few Recipes of Vegetarian Diet,Anonymous,,,,1847.0,,,,Anonymous (Author),,Original,,English,Unknown,Unknown,39.0,,,
"THE FOOTMAN'S GUIDE containing plain instructions for the footman and butler, for the proper arrangement and regular performance of their various duties, in large or small families: ... Fourth edition, embellished with appropriate plates, and bills of fare.",The Footman's Guide,James Williams,,,,1847.0,4.0,,,James Williams (Author); Thomas Dean and Co. (Publisher),,Revised Edition,,English,Unknown,Unknown,,True,,
